geo_code,name,metric_code,value,unit_code,period_start,period_end,period_label,source_url,source_table,source_page,notes
KEN-C044,Migori,IND-HOUSING-OWNER-OCCUPIED,84.3,percent,2021-01-01,2021-12-31,2021 survey,https://www.knbs.or.ke/wp-content/uploads/2024/06/Kenya-Time-Use-Survey-Report-2021.pdf,Table 3.6b,,"Percentage of households that own their main dwelling unit; tenure status is not itself a measure of affordability or wellbeing."
KEN-C045,Kisii,IND-HOUSING-OWNER-OCCUPIED,84.1,percent,2021-01-01,2021-12-31,2021 survey,https://www.knbs.or.ke/wp-content/uploads/2024/06/Kenya-Time-Use-Survey-Report-2021.pdf,Table 3.6b,,"Percentage of households that own their main dwelling unit; tenure status is not itself a measure of affordability or wellbeing."
KEN-C046,Nyamira,IND-HOUSING-OWNER-OCCUPIED,85.0,percent,2021-01-01,2021-12-31,2021 survey,https://www.knbs.or.ke/wp-content/uploads/2024/06/Kenya-Time-Use-Survey-Report-2021.pdf,Table 3.6b,,"Percentage of households that own their main dwelling unit; tenure status is not itself a measure of affordability or wellbeing."
KEN-C047,Nairobi City,IND-HOUSING-OWNER-OCCUPIED,11.6,percent,2021-01-01,2021-12-31,2021 survey,https://www.knbs.or.ke/wp-content/uploads/2024/06/Kenya-Time-Use-Survey-Report-2021.pdf,Table 3.6b,,"Percentage of households that own their main dwelling unit; tenure status is not itself a measure of affordability or wellbeing."
KEN-C001,Mombasa,IND-HEALTH-FACILITY-STOCK,378,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C002,Kwale,IND-HEALTH-FACILITY-STOCK,232,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C003,Kilifi,IND-HEALTH-FACILITY-STOCK,394,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C004,Tana River,IND-HEALTH-FACILITY-STOCK,96,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C005,Lamu,IND-HEALTH-FACILITY-STOCK,71,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C006,Taita/Taveta,IND-HEALTH-FACILITY-STOCK,136,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C007,Garissa,IND-HEALTH-FACILITY-STOCK,206,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C008,Wajir,IND-HEALTH-FACILITY-STOCK,175,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C009,Mandera,IND-HEALTH-FACILITY-STOCK,216,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C010,Marsabit,IND-HEALTH-FACILITY-STOCK,147,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C011,Isiolo,IND-HEALTH-FACILITY-STOCK,82,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C012,Meru,IND-HEALTH-FACILITY-STOCK,591,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C013,Tharaka-Nithi,IND-HEALTH-FACILITY-STOCK,202,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C014,Embu,IND-HEALTH-FACILITY-STOCK,211,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C015,Kitui,IND-HEALTH-FACILITY-STOCK,447,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C016,Machakos,IND-HEALTH-FACILITY-STOCK,494,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C017,Makueni,IND-HEALTH-FACILITY-STOCK,355,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C018,Nyandarua,IND-HEALTH-FACILITY-STOCK,194,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C019,Nyeri,IND-HEALTH-FACILITY-STOCK,452,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C020,Kirinyaga,IND-HEALTH-FACILITY-STOCK,230,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C021,Murang'a,IND-HEALTH-FACILITY-STOCK,387,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C022,Kiambu,IND-HEALTH-FACILITY-STOCK,748,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C023,Turkana,IND-HEALTH-FACILITY-STOCK,283,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C024,West Pokot,IND-HEALTH-FACILITY-STOCK,179,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C025,Samburu,IND-HEALTH-FACILITY-STOCK,142,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C026,Trans Nzoia,IND-HEALTH-FACILITY-STOCK,195,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C027,Uasin Gishu,IND-HEALTH-FACILITY-STOCK,283,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C028,Elgeyo-Marakwet,IND-HEALTH-FACILITY-STOCK,147,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C029,Nandi,IND-HEALTH-FACILITY-STOCK,256,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C030,Baringo,IND-HEALTH-FACILITY-STOCK,296,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C031,Laikipia,IND-HEALTH-FACILITY-STOCK,220,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C032,Nakuru,IND-HEALTH-FACILITY-STOCK,645,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C033,Narok,IND-HEALTH-FACILITY-STOCK,221,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C034,Kajiado,IND-HEALTH-FACILITY-STOCK,352,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C035,Kericho,IND-HEALTH-FACILITY-STOCK,286,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C036,Bomet,IND-HEALTH-FACILITY-STOCK,206,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C037,Kakamega,IND-HEALTH-FACILITY-STOCK,362,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C038,Vihiga,IND-HEALTH-FACILITY-STOCK,155,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C039,Bungoma,IND-HEALTH-FACILITY-STOCK,283,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C040,Busia,IND-HEALTH-FACILITY-STOCK,188,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C041,Siaya,IND-HEALTH-FACILITY-STOCK,293,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C042,Kisumu,IND-HEALTH-FACILITY-STOCK,373,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C043,Homa Bay,IND-HEALTH-FACILITY-STOCK,406,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C044,Migori,IND-HEALTH-FACILITY-STOCK,334,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C045,Kisii,IND-HEALTH-FACILITY-STOCK,296,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C046,Nyamira,IND-HEALTH-FACILITY-STOCK,202,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C047,Nairobi City,IND-HEALTH-FACILITY-STOCK,1319,count,2023-08-01,2023-08-01,KMHFL as of 1 Aug 2023,https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1,Table 2,,"Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023; facility stock/supply indicator, not travel-time access."
KEN-C001,Mombasa,IND-SCHOOL-ATTENDANCE-RATE,35.7,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C002,Kwale,IND-SCHOOL-ATTENDANCE-RATE,43.3,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C003,Kilifi,IND-SCHOOL-ATTENDANCE-RATE,46.4,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C004,Tana River,IND-SCHOOL-ATTENDANCE-RATE,34.1,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C005,Lamu,IND-SCHOOL-ATTENDANCE-RATE,38.9,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C006,Taita/Taveta,IND-SCHOOL-ATTENDANCE-RATE,37.6,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C007,Garissa,IND-SCHOOL-ATTENDANCE-RATE,17.9,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C008,Wajir,IND-SCHOOL-ATTENDANCE-RATE,19.0,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C009,Mandera,IND-SCHOOL-ATTENDANCE-RATE,22.6,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C010,Marsabit,IND-SCHOOL-ATTENDANCE-RATE,26.9,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C011,Isiolo,IND-SCHOOL-ATTENDANCE-RATE,33.2,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C012,Meru,IND-SCHOOL-ATTENDANCE-RATE,39.2,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C013,Tharaka-Nithi,IND-SCHOOL-ATTENDANCE-RATE,39.9,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C014,Embu,IND-SCHOOL-ATTENDANCE-RATE,36.4,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C015,Kitui,IND-SCHOOL-ATTENDANCE-RATE,47.1,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C016,Machakos,IND-SCHOOL-ATTENDANCE-RATE,38.8,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C017,Makueni,IND-SCHOOL-ATTENDANCE-RATE,43.6,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C018,Nyandarua,IND-SCHOOL-ATTENDANCE-RATE,42.2,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
