reason_id,reason,source,source_url,period_label
"R045","KMHFR's data model carries facility-level constituency location and, if reachable, could in principle support constituency facility counts. The Atlas indicator, however, is health facilities assessed per 10,000 residents and requires a population denominator aligned to the current 290-constituency boundary and reference period. The governed P23 census review found no direct current-290 constituency population series or authoritative crosswalk supporting that denominator. A facility count is not relabelled as a population density, and no county/sub-county population is inherited downward. P28A amendment (2026-09-16): this decision's original framing that KMHFR ""provides"" a usable constituency facility count was never live-verified and is now corrected — direct reachability tests of the KMHFR public portal and its documented API host (run on 2026-09-08 and again on 2026-09-16, eight days apart) both found every connection unreachable (DNS resolves; every TCP handshake over HTTP/HTTPS times out or is refused), while the Ministry's own health.go.ke apex domain responded normally in the same tests, showing this is a targeted, persistent access failure of the KMHFR host rather than a general outage or a one-off blip. No alternative official, current, geocoded/constituency-tagged facility export was found either: the only official KMHFR-derived download on the Humanitarian Data Exchange is a 2017 snapshot with no coordinates that predates and does not reconcile to the 2023 Kenya Health Facility Census total already anchoring this indicator at county level, and the Ministry's own 2023 census report never publishes facility counts below county. So this constituency gap is not solely a denominator problem: the facility-count numerator is also currently blocked at its designated source, on top of the pre-existing, independently confirmed absence of a current-290 constituency population denominator (see the parallel P24 ward-population investigation in data/p24/ward-census-closure-contract.json, which found KNBS's 2019 census tabulates no finer than sub-location and that no gazetted electoral-constituency/ward population count exists). Both inputs remain genuinely unavailable, not merely unintegrated.","Ministry of Health — Kenya Master Health Facility Registry (KMHFR)","https://kmhfr.health.go.ke/public/facilities","2023 health-facility census definition · current 290-constituency boundary"
"R046","KNBS's 2009 KPHC Volume 1B (Population Distribution by Political Units, https://www.knbs.or.ke/wp-content/uploads/2023/09/2009-Kenya-population-and-Housing-Census-Volume-1B-Population-Distribution-by-Political-Units.pdf) was downloaded and read directly: its own preface states the report ""presents the distribution of the enumerated population by political units (constituencies and counties)... tabulated for the 210 constituencies and the 47 counties in Kenya."" This is the pre-2012-delimitation configuration of 210 constituencies, not the current 2012-01, 290-constituency boundary this Atlas uses (data/geography/registry/geographies.json, level=constituency). This reproduces, for the 2009 census, the identical vintage/boundary mismatch this project already established for the 2019 census (data/p23/constituency-census-closure-contract.json, IND-POPULATION decision: KNBS's standalone ""Constituency Population by Sex, Number of Households, Area and Density"" page republishes this same 2009 Volume 1B data, not a current-290 table). No authoritative 210-to-290 constituency crosswalk has been published by KNBS or IEBC (see data/p23/constituency-census-closure-contract.json and data/p24/ward-census-closure-contract.json, both re-affirmed by the P28A audit on 2026-09-16), and IEBC has confirmed no boundary-delimitation review reconciling the two configurations will occur before the 2027 general election. Remapping the 210-constituency 2009 figures onto the current 290 constituencies without such a crosswalk would fabricate a value the source does not itself publish, so this cell is closed as official_unavailable.","KNBS -- 2009 Kenya Population and Housing Census, Volume 1B (Population Distribution by Political Units)","https://www.knbs.or.ke/wp-content/uploads/2023/09/2009-Kenya-population-and-Housing-Census-Volume-1B-Population-Distribution-by-Political-Units.pdf","2009 KPHC -- current 290-constituency boundary"
"R047","KNBS's 2019 KPHC Analytical Report on Education and Training (https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf) was downloaded and its school-attendance tables inspected directly: every table breaks the population out only by national total, rural, urban and each of the 47 counties by name -- county is the finest geographic tier in this analytical report, coarser even than Volume IV's Table 2.2/2.3 school-attendance tables, which themselves stop at ""County and Sub-County"" (KNBS 2019 KPHC Volume IV, https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Volume-4-Distribution-of-Population-by-Socio-Economic-Characteristics.pdf). This project has already independently established (data/p23/constituency-census-closure-contract.json, IND-HOUSEHOLD-SIZE decision) that KNBS administrative sub-counties are a different, non-coterminous geography from the 290 IEBC electoral constituencies with no authoritative published crosswalk -- for example Kwale County has 5 KNBS sub-counties (Kinango, Lunga Lunga, Matuga, Msambweni, Samburu) against Kwale's 4 IEBC constituencies, and Meru County has 11 KNBS sub-counties against Meru's 9 IEBC constituencies. Aggregating or name-matching sub-counties into constituencies without such a crosswalk would fabricate a value the source does not itself publish. Under data/policy/local-54-indicator-contract.json's census_or_household_crosswalk treatment class, a resolved local value requires ""exact electoral geography or a defensible documented crosswalk"" and any ""boundary mismatch must be disclosed"" -- no such crosswalk exists at either sub-county or county-only granularity, so this cell is closed as official_unavailable rather than fabricating a value from a coarser published table.","KNBS -- 2019 Kenya Population and Housing Census, Analytical Report on Education and Training","https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf","2019 KPHC -- current 290-constituency boundary"
"R048","KNBS's 2019 KPHC Volume IV (Distribution of Population by Socio-Economic Characteristics, https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Volume-4-Distribution-of-Population-by-Socio-Economic-Characteristics.pdf) was downloaded and its full List of Tables inspected directly. Table 2.13 (""Percentage Distribution of Conventional Households by Dominant Wall Material of Main Dwelling Unit, Area of Residence, County and Sub-County"") is published only to ""Area of Residence, County and Sub-County"" -- its own title confirms sub-county is the finest geographic tier, not the current 290 IEBC constituencies. This project has already independently established (data/p23/constituency-census-closure-contract.json, IND-HOUSEHOLD-SIZE decision) that KNBS administrative sub-counties are a different, non-coterminous geography from the 290 IEBC electoral constituencies with no authoritative published crosswalk -- for example Kwale County has 5 KNBS sub-counties (Kinango, Lunga Lunga, Matuga, Msambweni, Samburu) against Kwale's 4 IEBC constituencies, and Meru County has 11 KNBS sub-counties against Meru's 9 IEBC constituencies. Aggregating or name-matching sub-counties into constituencies without such a crosswalk would fabricate a value the source does not itself publish. Under data/policy/local-54-indicator-contract.json's census_or_household_crosswalk treatment class, a resolved local value requires ""exact electoral geography or a defensible documented crosswalk"" and any ""boundary mismatch must be disclosed"" -- no such crosswalk exists, so this cell is closed as official_unavailable rather than fabricating a value from the published sub-county table.","KNBS -- 2019 Kenya Population and Housing Census, Volume IV","https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Volume-4-Distribution-of-Population-by-Socio-Economic-Characteristics.pdf","2019 KPHC -- current 290-constituency boundary"
"R049","KNBS's 2019 KPHC Volume IV (Distribution of Population by Socio-Economic Characteristics, https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Volume-4-Distribution-of-Population-by-Socio-Economic-Characteristics.pdf) was downloaded and its full List of Tables inspected directly. Table 2.36 (""Percentage Distribution of Conventional Households by Ownership of Selected Household Assets by Area of Residence, County and Sub County"") is published only to ""Area of Residence, County and Sub-County"" -- its own title confirms sub-county is the finest geographic tier, not the current 290 IEBC constituencies. This project has already independently established (data/p23/constituency-census-closure-contract.json, IND-HOUSEHOLD-SIZE decision) that KNBS administrative sub-counties are a different, non-coterminous geography from the 290 IEBC electoral constituencies with no authoritative published crosswalk -- for example Kwale County has 5 KNBS sub-counties (Kinango, Lunga Lunga, Matuga, Msambweni, Samburu) against Kwale's 4 IEBC constituencies, and Meru County has 11 KNBS sub-counties against Meru's 9 IEBC constituencies. Aggregating or name-matching sub-counties into constituencies without such a crosswalk would fabricate a value the source does not itself publish. Under data/policy/local-54-indicator-contract.json's census_or_household_crosswalk treatment class, a resolved local value requires ""exact electoral geography or a defensible documented crosswalk"" and any ""boundary mismatch must be disclosed"" -- no such crosswalk exists, so this cell is closed as official_unavailable rather than fabricating a value from the published sub-county table.","KNBS -- 2019 Kenya Population and Housing Census, Volume IV","https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Volume-4-Distribution-of-Population-by-Socio-Economic-Characteristics.pdf","2019 KPHC -- current 290-constituency boundary"
"R050","KNBS's 2019 KPHC publication does not publish average household size as a direct current-290-constituency table. County/sub-county values are not inherited, and lower administrative-unit household counts are not aggregated without an authoritative constituency crosswalk; the older KNBS constituency table predates the current 2012-01 constituency configuration. P28A re-audit (2026-09-16) independently re-verified this by downloading and text-extracting KNBS 2019 KPHC Volume II (Distribution of Population by Administrative Units, https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Volume-2-Distribution-of-Population-by-Administrative-Units.pdf) in full: its own List of Tables shows Table 2.4 (Distribution of Population by Sex, Number of Households, Land Area, Population Density and Sub Locations) is the finest administrative tier published -- there is no Table 2.x for constituencies. 'Constituency' and 'Ward' appear in Volume II exactly twice, both times as fields on the raw household enumeration questionnaire reproduced in the appendix, not as a published aggregate table -- a census questionnaire field recording constituency does not by itself constitute a published constituency statistic (see rules, above). The re-audit also confirmed KNBS administrative sub-counties (the finest county-nested tier that is aggregated, in Table 2.3) are not the same delineation as the 290 IEBC electoral constituencies and cannot substitute for them without a crosswalk KNBS has not published: e.g. Table 1.2 lists 5 KNBS sub-counties for Kwale County (Kinango, Lunga Lunga, Matuga, Msambweni, Samburu) against Kwale's 4 IEBC constituencies, and 11 KNBS sub-counties for Meru County against Meru's 9 IEBC constituencies. Separately, the re-audit downloaded and text-extracted the older, standalone 'Constituency Population by Sex, Number of Households, Area and Density' publication (https://www.knbs.or.ke/constituency-population-by-sex-number-of-households-area-and-density/, republished 2013) and confirmed it is 2009-census Volume 1B (Population Distribution by Political Units), whose own text states its tables 'are tabulated for the 210 constituencies and the 47 counties in Kenya' -- i.e. it is definitively the pre-2012-delimitation constituency configuration referenced above, not a current-290 table, and using it to derive household size (population / households) would require exactly the unavailable 210-to-290 crosswalk this closure already prohibits inventing. The re-audit also checked the KNBS Kenya National Data Archive (NADA) catalog entry for the 2019 KPHC (https://statistics.knbs.or.ke/nada/index.php/catalog/116); its public study metadata documents no constituency-level geographic identifier or downloadable constituency aggregate and describes geographic coverage only at 'The Whole Country' / household-and-individual microdata level, not a released constituency tabulation. No credible S0-S4 primary or secondary source, and no defensible S1 official-derived computation (an authoritative population figure and an authoritative household-count figure at the same current-290-constituency granularity), was found. As of this re-audit, IEBC has also publicly ruled out any constituency/ward boundary delimitation review before the 2027 general election -- the constitutional March 2024 deadline was missed, and a January 2025 High Court ruling (under appeal) invalidated the underlying 2019 census population figures for Garissa, Wajir and Mandera counties specifically -- so the current 2012-01, 290-constituency boundary remains the operative geography with no imminent republication of constituency-level census tables or a fresh KNBS-IEBC crosswalk in prospect.","KNBS — 2019 Kenya Population and Housing Census Reports","https://new.knbs.or.ke/2019-kenya-population-and-housing-census-reports/","2019 KPHC · current 290-constituency boundary"
"R051","KNBS's 2019 KPHC publication does not publish population as a direct current-290-constituency table. Published county/sub-county/administrative-unit values are not inherited or cross-walked without an authoritative boundary mapping. P28A re-opened this closure on 2026-09-16 and independently re-verified and substantially extended the original finding rather than grandfathering it: (1) Volume II (Distribution of Population by Administrative Units) was downloaded and its full text inspected directly. Its own table of contents confirms its finest published tiers are Table 2.2 county, Table 2.3 sub-county, Table 2.4 sub-location and Table 2.5 urban centres; the word 'Constituency' occurs only twice in the ~250-page volume, as blank geocoding fields on the reproduced household questionnaire form in the appendix, not as a published statistic — this directly confirms rule 4 below rather than merely asserting it. (2) The separately-linked KNBS page above (legacy_constituency_table_url) was re-examined directly: it does list all 290 constituencies matching the current post-2012 delimitation, but it was published 2013-03-22 and its figures are the 2009 census count, not the 2019 KPHC — independently corroborated by the Humanitarian Data Exchange, which hosts the identical table explicitly titled 'Kenya population per constituency (2009).csv'. This sharpens the prior reason: the disqualifying defect is a census-period/vintage mismatch (2009 count presented as 2019 KPHC data), not solely a boundary mismatch. (3) Kenyan press reporting contemporaneous with the 2019 KPHC release (The Star, 2020-03-01, 'IEBC, KNBS battle over control of crucial data'; Daily Nation, 'Storm brewing over review of constituency boundaries') documents that KNBS compiled an unpublished internal 'Volume V' tabulating 2019 population by constituency and ward for the IEBC delimitation review, but withheld it from public release amid an unresolved inter-agency dispute over electoral-boundary shapefiles; a KNBS official is quoted: 'Unfortunately we cannot release the same without clear boundaries.' Reporters who sought the document directly were unable to obtain it. This Atlas has no access to an unpublished government working document and records this only as evidence that no publicly citable table exists, not as a promotion path. (4) As of 2025-2026 reporting the position has not improved: IEBC confirmed no constituency/ward boundary review will occur before the 2027 general election, citing among other reasons that 'KNBS has yet to clarify whether the 2019 census figures can be used as the legal basis for delimitation'; separately, the Garissa High Court (Petition No. 4 of 2020, Sheikh & 24 Others v KNBS, IEBC & 3 Others, ruling 2025-01-28) invalidated the 2019 KPHC count for Garissa, Wajir and Mandera counties (14 of 290 constituencies) and ordered a fresh census there, with the Court of Appeal (Civil Appeal No. 236 of 2025) since directing that matter remain in status quo pending determination of the appeal. Part of the underlying 2019 county-level count is therefore itself under active, unresolved judicial challenge, independent of the constituency-table publication gap. (5) The P28A secondary/modelled fallback hierarchy was searched exhaustively for a representation opportunity: no third-party aggregator (HDX, OCHA Kenya COD-AB/COD-PS, WorldPop's published country products, Wikipedia) hosts a 2019-vintage current-290-constituency population table; every constituency-level population dataset located, including on HDX, is the 2009 count. OCHA's Kenya COD-AB/COD-PS products stop at ADM2 (sub-county) and are documented as not reconciling to constituency geography. A genuinely modelled S5 fallback (aggregating a WorldPop-style gridded population raster to the Atlas's own existing 2012-01 constituency polygons in data/geography/geometry/constituencies.geojson) was considered, consistent with this programme's modelled-estimate allowance, but this repository currently has no raster/zonal-statistics tooling (no GDAL, rasterio or geotiff dependency), and there is no published constituency-level figure anywhere against which a from-scratch aggregation could be sanity-checked. Building one under this review's time and tooling constraints would risk producing exactly the kind of unverifiable computed figure the Atlas's anti-fabrication standard exists to prevent, so it was not attempted; it remains a legitimate, well-scoped future workstream (see refresh_trigger).","KNBS — 2019 Kenya Population and Housing Census Reports","https://new.knbs.or.ke/2019-kenya-population-and-housing-census-reports/","2019 KPHC · current 290-constituency boundary"
"R052","KNBS's 2019 KPHC report series (Volumes I–IV) does not publish population as a direct table for the current 1,450 IEBC county assembly wards; its finest published administrative tier is the sub-location, which is a different, non-coterminous geography from the electoral ward. The IEBC boundary-delimitation exercise that would have produced an official ward population table was never completed or gazetted. No authoritative crosswalk exists to aggregate published sub-location (or any coarser KNBS unit) counts into the 1,450 current wards, so no genuine ward-level published figure can be attached without fabricating one. P28A re-opened this closure on 2026-09-16 and found the ward-level gap shares, and compounds, the constituency-level gap documented in data/p23/constituency-census-closure-contract.json: Kenyan press reporting (The Star, 2020-03-01, 'IEBC, KNBS battle over control of crucial data'; Daily Nation, 'Storm brewing over review of constituency boundaries') documents that KNBS compiled an unpublished internal 'Volume V' tabulating 2019 population by constituency AND ward for the IEBC delimitation review, but withheld it amid an unresolved inter-agency dispute over electoral-boundary shapefiles (a KNBS official: 'Unfortunately we cannot release the same without clear boundaries'); no public copy has surfaced since, and as of 2025-2026 reporting IEBC has confirmed no ward boundary review will occur before the 2027 general election, in part because 'KNBS has yet to clarify whether the 2019 census figures can be used as the legal basis for delimitation.' Separately, the Garissa High Court (Petition No. 4 of 2020, ruling 2025-01-28) invalidated the underlying 2019 KPHC count for Garissa, Wajir and Mandera counties, with the Court of Appeal (Civil Appeal No. 236 of 2025) since ordering status quo pending appeal — so even the sub-location counts a future crosswalk might aggregate are, for those three counties, currently under active judicial challenge. No third-party aggregator (HDX, OCHA Kenya COD-AB/COD-PS, WorldPop's published country products, Wikipedia) was found to publish a 2019-vintage current-1,450-ward population table; OCHA's Kenya COD-AB/COD-PS products stop at ADM2 (sub-county) and are documented as not reconciling to electoral geography. A genuinely modelled S5 fallback (aggregating a WorldPop-style gridded population raster to the Atlas's own existing 2012-01 ward polygons in data/geography/geometry/wards.geojson) was considered per this programme's modelled-estimate allowance, but this repository has no raster/zonal-statistics tooling and no published ward-level figure anywhere to check a from-scratch aggregation against 1,450 zones, so it was not attempted rather than risk an unverifiable computed figure; it remains a legitimate future workstream.","KNBS — 2019 Kenya Population and Housing Census Reports (Volumes I–IV)","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/","2019 KPHC · current 1,450-ward boundary"
"R053","KNBS's Gross County Product (GCP) 2019 methodology report (https://www.knbs.or.ke/wp-content/uploads/2023/08/Kenya-Gross-County-Product-2019.pdf) was downloaded and read directly in full. GCP is compiled exclusively at the 47-county level using a ""top-down"" allocation of national GDP/GVA-by-activity: the report's own Section 2.1 (""Introduction"") states that national-level income and expenditure source data ""is available but without sufficient disaggregation at the county level,"" and that KNBS's national survey samples used to build national GDP are ""not designed to collect accurate regional-level information"" -- i.e. even the county-level GCP figures are themselves a modelled allocation using distribution keys (output, employment, wages, salaries, population) derived from national surveys and censuses (2009 KPHC, MSME Survey 2016, Census of Industrial Production 2010/2018, Census of Establishments 2017, 2015/16 Kenya Integrated Household Budget Survey, and a bespoke county government data collection conducted in June 2018) that were themselves never compiled at constituency granularity. The report's finest sectoral breakdown for agriculture gross value added is Annex I (""County Contribution to Agriculture Gross Value Added""), which presents county-level figures only; the report's entire table of contents (Sections 3.2-3.7: Gross County Product in current/constant prices, real per-capita GCP, percentage contribution to gross value added, GCP per county, county share of GCP) and its bespoke 2018 primary data collection are structured exclusively around the 47 counties. KNBS's live Gross County Product portal (https://www.knbs.or.ke/gross-county-product/), which lists every annual GCP edition released since the inaugural 2019 report (through the 2024 and 2025 editions), was checked directly and confirms every subsequent edition also remains county-level only -- no sub-county or constituency GCP, GVA-by-activity, or sectoral-share table has ever been published. This is a structural gap, not merely a publication gap: the underlying national-accounts input data itself lacks the granularity a genuine constituency-level estimate would require. Under data/policy/local-54-indicator-contract.json's economic_accounts_small_area treatment class, a resolved local value would require a direct local record, an exact aggregation, or a transparently labelled, validated model -- its own condition explicitly forbids ""population/land/equal-share parent allocation presented as observed output,"" which is what apportioning the published county figure to 290 constituencies (whether by population, land area or equal share) would amount to. No such genuine constituency-level source or defensible model currently exists, so this cell is closed as official_unavailable pending KNBS publishing constituency-level national accounts.","KNBS -- Gross County Product 2019 (methodology report) and Gross County Product portal (2019-2025 editions)","https://www.knbs.or.ke/wp-content/uploads/2023/08/Kenya-Gross-County-Product-2019.pdf","GCP 2013-2017 series (2019 report) through 2024/2025 editions -- current 290-constituency boundary"
"R054","KNBS's Gross County Product (GCP) 2019 methodology report (https://www.knbs.or.ke/wp-content/uploads/2023/08/Kenya-Gross-County-Product-2019.pdf) was downloaded and read directly in full. GCP is compiled exclusively at the 47-county level using a ""top-down"" allocation of national GDP/GVA-by-activity: the report's own Section 2.1 (""Introduction"") states that national-level income and expenditure source data ""is available but without sufficient disaggregation at the county level,"" and that KNBS's national survey samples used to build national GDP are ""not designed to collect accurate regional-level information"" -- i.e. even the county-level GCP figures are themselves a modelled allocation using distribution keys (output, employment, wages, salaries, population) derived from national surveys and censuses (2009 KPHC, MSME Survey 2016, Census of Industrial Production 2010/2018, Census of Establishments 2017, 2015/16 Kenya Integrated Household Budget Survey, and a bespoke county government data collection conducted in June 2018) that were themselves never compiled at constituency granularity. The report's finest sectoral breakdown for agriculture is Annex I (""County Contribution to Agriculture Gross Value Added""), which presents county-level figures only; the report's entire table of contents (Sections 3.2-3.7: Gross County Product in current/constant prices, real per-capita GCP, percentage contribution to gross value added, GCP per county, county share of GCP) and its bespoke 2018 primary data collection are structured exclusively around the 47 counties. KNBS's live Gross County Product portal (https://www.knbs.or.ke/gross-county-product/), which lists every annual GCP edition released since the inaugural 2019 report (through the 2024 and 2025 editions), was checked directly and confirms every subsequent edition also remains county-level only -- no sub-county or constituency GCP, GVA-by-activity, or sectoral-share table has ever been published. This is a structural gap, not merely a publication gap: the underlying national-accounts input data itself lacks the granularity a genuine constituency-level estimate would require. Under data/policy/local-54-indicator-contract.json's economic_accounts_small_area treatment class, a resolved local value would require a direct local record, an exact aggregation, or a transparently labelled, validated model -- its own condition explicitly forbids ""population/land/equal-share parent allocation presented as observed output,"" which is what apportioning the published county figure to 290 constituencies (whether by population, land area or equal share) would amount to. No such genuine constituency-level source or defensible model currently exists, so this cell is closed as official_unavailable pending KNBS publishing constituency-level national accounts.","KNBS -- Gross County Product 2019 (methodology report) and Gross County Product portal (2019-2025 editions)","https://www.knbs.or.ke/wp-content/uploads/2023/08/Kenya-Gross-County-Product-2019.pdf","GCP 2013-2017 series (2019 report) through 2024/2025 editions -- current 290-constituency boundary"
"R055","KNBS's Gross County Product (GCP) 2019 methodology report (https://www.knbs.or.ke/wp-content/uploads/2023/08/Kenya-Gross-County-Product-2019.pdf) was downloaded and read directly in full. GCP is compiled exclusively at the 47-county level using a ""top-down"" allocation of national GDP/GVA-by-activity: the report's own Section 2.1 (""Introduction"") states that national-level income and expenditure source data ""is available but without sufficient disaggregation at the county level,"" and that KNBS's national survey samples used to build national GDP are ""not designed to collect accurate regional-level information"" -- i.e. even the county-level GCP figures are themselves a modelled allocation using distribution keys (output, employment, wages, salaries, population) derived from national surveys and censuses (2009 KPHC, MSME Survey 2016, Census of Industrial Production 2010/2018, Census of Establishments 2017, 2015/16 Kenya Integrated Household Budget Survey, and a bespoke county government data collection conducted in June 2018) that were themselves never compiled at constituency granularity. The report's finest sectoral breakdown for manufacturing gross value added is Annex II (""County Contribution to Manufacturing Gross Value Added""), which presents county-level figures only; the report's entire table of contents (Sections 3.2-3.7: Gross County Product in current/constant prices, real per-capita GCP, percentage contribution to gross value added, GCP per county, county share of GCP) and its bespoke 2018 primary data collection are structured exclusively around the 47 counties. KNBS's live Gross County Product portal (https://www.knbs.or.ke/gross-county-product/), which lists every annual GCP edition released since the inaugural 2019 report (through the 2024 and 2025 editions), was checked directly and confirms every subsequent edition also remains county-level only -- no sub-county or constituency GCP, GVA-by-activity, or sectoral-share table has ever been published. This is a structural gap, not merely a publication gap: the underlying national-accounts input data itself lacks the granularity a genuine constituency-level estimate would require. Under data/policy/local-54-indicator-contract.json's economic_accounts_small_area treatment class, a resolved local value would require a direct local record, an exact aggregation, or a transparently labelled, validated model -- its own condition explicitly forbids ""population/land/equal-share parent allocation presented as observed output,"" which is what apportioning the published county figure to 290 constituencies (whether by population, land area or equal share) would amount to. No such genuine constituency-level source or defensible model currently exists, so this cell is closed as official_unavailable pending KNBS publishing constituency-level national accounts.","KNBS -- Gross County Product 2019 (methodology report) and Gross County Product portal (2019-2025 editions)","https://www.knbs.or.ke/wp-content/uploads/2023/08/Kenya-Gross-County-Product-2019.pdf","GCP 2013-2017 series (2019 report) through 2024/2025 editions -- current 290-constituency boundary"
"R056","KNBS's Gross County Product (GCP) 2019 methodology report (https://www.knbs.or.ke/wp-content/uploads/2023/08/Kenya-Gross-County-Product-2019.pdf) was downloaded and read directly in full. GCP is compiled exclusively at the 47-county level using a ""top-down"" allocation of national GDP/GVA-by-activity: the report's own Section 2.1 (""Introduction"") states that national-level income and expenditure source data ""is available but without sufficient disaggregation at the county level,"" and that KNBS's national survey samples used to build national GDP are ""not designed to collect accurate regional-level information"" -- i.e. even the county-level GCP figures are themselves a modelled allocation using distribution keys (output, employment, wages, salaries, population) derived from national surveys and censuses (2009 KPHC, MSME Survey 2016, Census of Industrial Production 2010/2018, Census of Establishments 2017, 2015/16 Kenya Integrated Household Budget Survey, and a bespoke county government data collection conducted in June 2018) that were themselves never compiled at constituency granularity. The report's finest sectoral breakdown for manufacturing is Annex II (""County Contribution to Manufacturing Gross Value Added""), which presents county-level figures only; the report's entire table of contents (Sections 3.2-3.7: Gross County Product in current/constant prices, real per-capita GCP, percentage contribution to gross value added, GCP per county, county share of GCP) and its bespoke 2018 primary data collection are structured exclusively around the 47 counties. KNBS's live Gross County Product portal (https://www.knbs.or.ke/gross-county-product/), which lists every annual GCP edition released since the inaugural 2019 report (through the 2024 and 2025 editions), was checked directly and confirms every subsequent edition also remains county-level only -- no sub-county or constituency GCP, GVA-by-activity, or sectoral-share table has ever been published. This is a structural gap, not merely a publication gap: the underlying national-accounts input data itself lacks the granularity a genuine constituency-level estimate would require. Under data/policy/local-54-indicator-contract.json's economic_accounts_small_area treatment class, a resolved local value would require a direct local record, an exact aggregation, or a transparently labelled, validated model -- its own condition explicitly forbids ""population/land/equal-share parent allocation presented as observed output,"" which is what apportioning the published county figure to 290 constituencies (whether by population, land area or equal share) would amount to. No such genuine constituency-level source or defensible model currently exists, so this cell is closed as official_unavailable pending KNBS publishing constituency-level national accounts.","KNBS -- Gross County Product 2019 (methodology report) and Gross County Product portal (2019-2025 editions)","https://www.knbs.or.ke/wp-content/uploads/2023/08/Kenya-Gross-County-Product-2019.pdf","GCP 2013-2017 series (2019 report) through 2024/2025 editions -- current 290-constituency boundary"
"R057","KNBS's Gross County Product (GCP) 2019 methodology report (https://www.knbs.or.ke/wp-content/uploads/2023/08/Kenya-Gross-County-Product-2019.pdf) was downloaded and read directly in full. GCP is compiled exclusively at the 47-county level using a ""top-down"" allocation of national GDP/GVA-by-activity: the report's own Section 2.1 (""Introduction"") states that national-level income and expenditure source data ""is available but without sufficient disaggregation at the county level,"" and that KNBS's national survey samples used to build national GDP are ""not designed to collect accurate regional-level information"" -- i.e. even the county-level GCP figures are themselves a modelled allocation using distribution keys (output, employment, wages, salaries, population) derived from national surveys and censuses (2009 KPHC, MSME Survey 2016, Census of Industrial Production 2010/2018, Census of Establishments 2017, 2015/16 Kenya Integrated Household Budget Survey, and a bespoke county government data collection conducted in June 2018) that were themselves never compiled at constituency granularity. The report's finest sectoral breakdown for overall GCP in current prices is Section 3.2 (""Gross County Product, in Current Prices""), which presents county-level figures only; the report's entire table of contents (Sections 3.2-3.7: Gross County Product in current/constant prices, real per-capita GCP, percentage contribution to gross value added, GCP per county, county share of GCP) and its bespoke 2018 primary data collection are structured exclusively around the 47 counties. KNBS's live Gross County Product portal (https://www.knbs.or.ke/gross-county-product/), which lists every annual GCP edition released since the inaugural 2019 report (through the 2024 and 2025 editions), was checked directly and confirms every subsequent edition also remains county-level only -- no sub-county or constituency GCP, GVA-by-activity, or sectoral-share table has ever been published. This is a structural gap, not merely a publication gap: the underlying national-accounts input data itself lacks the granularity a genuine constituency-level estimate would require. Under data/policy/local-54-indicator-contract.json's economic_accounts_small_area treatment class, a resolved local value would require a direct local record, an exact aggregation, or a transparently labelled, validated model -- its own condition explicitly forbids ""population/land/equal-share parent allocation presented as observed output,"" which is what apportioning the published county figure to 290 constituencies (whether by population, land area or equal share) would amount to. No such genuine constituency-level source or defensible model currently exists, so this cell is closed as official_unavailable pending KNBS publishing constituency-level national accounts.","KNBS -- Gross County Product 2019 (methodology report) and Gross County Product portal (2019-2025 editions)","https://www.knbs.or.ke/wp-content/uploads/2023/08/Kenya-Gross-County-Product-2019.pdf","GCP 2013-2017 series (2019 report) through 2024/2025 editions -- current 290-constituency boundary"
