indicator_id,indicator_code,name,short_name,description,topic,subtopic,unit_id,higher_is_better,preferred_frequency,minimum_geo_level,minimum_denominator,methodology_url,comparable,active,ranking_allowed,requires_sampling_uncertainty,lifecycle_status,expected_source,expected_source_url,expected_availability_note,tab,applies_to_levels,applies_to_geography_subset,worldbank_code,composite_disclosure
"a1fd151b-f0c2-58ea-86f5-619bbab63986","IND-TBILL-91-MONTHLY-AVG","91-day Treasury bill monthly average rate","91-day T-bill monthly average","Monthly average 91-day Treasury bill rate published by CBK.","Economy","Government securities","09db3d3a-c7b1-51f3-9909-d94d80106e82","","monthly","country","","data/sprint3/README.md","true","true","true","false","active","","","","economy","","","",""
"4d2af584-0618-5d1a-b75b-9a370ae3aa7d","IND-POP-2009","Population, 2009 census","Population, 2009 census","County population from the 2009 census, surfaced as its own fixed profile slot.","Demography","people","3add048e-c42d-5b05-994c-dad9c6812cc4","","irregular","county","","https://www.knbs.or.ke/","true","true","true","false","active","KNBS 2009 census","https://www.knbs.or.ke/","County only; generated from the already-ingested 2009 population observations.","people","county","","",""
"efc508a8-738b-5d99-873b-96c60b312e13","IND-HOUSEHOLD-SIZE","Average household size","Household size","Average number of persons per conventional household in the 2019 Kenya Population and Housing Census.","Demography","people","6590aac1-b204-58cd-a9f0-8fab3fed5cdc","","irregular","county","","https://repository.knbs.or.ke/handle/knbs-ke-repo/385","true","true","false","false","active","KNBS 2019 Kenya Population and Housing Census, Volume I, Table 2.3","https://repository.knbs.or.ke/handle/knbs-ke-repo/385","Published directly for all 47 counties in KNBS 2019 KPHC Volume I Table 2.3. County values are census observations and are not inherited to constituencies.","people","county|constituency","","",""
"644c8bee-deec-5cd1-acda-d28a992f5b93","IND-LITERACY-RATE","Literacy rate","Literacy rate","Share of the relevant population meeting the published literacy definition.","Demography","people","09db3d3a-c7b1-51f3-9909-d94d80106e82","","irregular","county","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-reports/","true","false","true","false","sourced","KNBS 2019 census / KDHS 2022","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-reports/","County only until a valid lower-level tabulation is confirmed.","people","county","","",""
"8d0b143c-b99c-5c08-a73a-afc311a7c3db","IND-HOUSING-MATERIAL","Dwelling wall/roof material (% permanent)","Dwelling wall/roof material (% permanent)","Share of dwellings classified as permanent by the published census material definition.","Demography","people","09db3d3a-c7b1-51f3-9909-d94d80106e82","","irregular","county","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-reports/","true","false","true","false","sourced","KNBS 2019 census, Volume IV","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-reports/","County only.","people","county","","",""
"d5416864-ca49-5a2d-8b29-e59dc3a3ba60","IND-DISABILITY-PREVALENCE","Disability prevalence","Disability prevalence","Share of the population identified as having a disability under the published 2019 KPHC Washington Group Short Set threshold.","Demography","people","09db3d3a-c7b1-51f3-9909-d94d80106e82","","irregular","county","","https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Disability.pdf","true","true","false","false","active","KNBS 2019 KPHC Analytical Report on Disability, Table 2.13","https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Disability.pdf","Published directly for all 47 counties in Table 2.13. Census observation; no survey uncertainty requirement and no lower-level inheritance.","people","county","","",""
"5402f120-b912-561b-9827-c51709d8793e","IND-SOCIAL-PROTECTION-BENEFICIARIES","Inua Jamii cash-transfer beneficiaries","Inua Jamii cash-transfer beneficiaries","Beneficiaries of Older Persons, OVC, Persons with Severe Disability and HSNP schemes.","Demography","people","3add048e-c42d-5b05-994c-dad9c6812cc4","","irregular","county","","","true","false","true","false","planned","State Department for Social Protection","","No citable per-county publication identified; must not be promoted to sourced without one.","people","county","","",""
"0c17290a-5b5b-55e0-8056-040415deb9b0","IND-EXAM-PERFORMANCE","Mean KCPE / KCSE score","Mean KCPE / KCSE score","County-level mean examination performance, only if a genuine KNEC primary table is located.","Demography","people","04b90096-6bfb-521e-957b-e8b0f4cf1988","","irregular","county","","","true","false","true","false","planned","KNEC","","Do not source from blogs/news aggregations; retire if no primary county table exists.","people","county","","",""
"82efc0e4-272a-501d-acec-b2626620d117","IND-BUSINESS-LICENSES","Licensed businesses (count, year-on-year change)","Licensed businesses (count, year-on-year change)","Licensed business count and year-on-year change where a county publishes a usable series.","Economy","economy","2b7566ee-fd7f-510a-90da-d0b4f60268c7","","irregular","county","","","true","false","true","false","planned","County statistical abstracts / eCitizen","","Coverage is inconsistent; ingest opportunistically and never manufacture missing counties.","economy","county","","",""
"547116cd-9a24-59c1-a17c-d96f8bf547d4","IND-AGRI-PRODUCTION","Key crop production (county-dominant crop only)","Key crop production (county-dominant crop only)","Production of the county-dominant crop where a comparable official table exists.","Economy","economy","2c409624-a5da-51da-9394-3cd07cf5b2a9","","irregular","county","","","true","false","true","false","planned","KNBS Economic Survey / Ministry of Agriculture","","Crop and unit vary; requires indicator-specific ingestion before activation.","economy","county","","",""
"07536217-ba3f-50a2-b3f4-da669a927e3d","IND-HIV-PREVALENCE","HIV prevalence","HIV prevalence","Published HIV prevalence estimate.","Health","health","09db3d3a-c7b1-51f3-9909-d94d80106e82","","irregular","county","","https://www.knbs.or.ke/reports/kdhs-2022/","true","false","true","true","sourced","KDHS 2022 / NASCOP","https://www.knbs.or.ke/reports/kdhs-2022/","Sample survey; confidence interval/SE/sample size required when active.","health","county","","",""
"4a5f0e08-784f-53ac-adab-a7c3764c206d","IND-FACILITY-INFRASTRUCTURE","Facilities with electricity/water (%)","Facilities with electricity/water (%)","Share of facilities with electricity/water in the Kenya Health Facility Census snapshot.","Health","health","09db3d3a-c7b1-51f3-9909-d94d80106e82","","irregular","county","","","true","false","true","false","planned","Kenya Health Facility Census 2023","","One-off snapshot; label prominently as a snapshot if activated.","health","county","","",""
"2d0fae7e-445f-5c6b-9068-6e770afa3228","IND-TEENAGE-PREGNANCY","Teenage pregnancy, age 15–19","Teenage pregnancy","Percentage of women age 15–19 who have ever been pregnant in the 2022 Kenya Demographic and Health Survey.","Health","health","09db3d3a-c7b1-51f3-9909-d94d80106e82","","irregular","county","","https://www.dhsprogram.com/pubs/pdf/PR143/PR143.pdf","true","true","false","true","active","Kenya Demographic and Health Survey 2022","https://www.knbs.or.ke/reports/kdhs-2022/","Published for all 47 counties. KDHS 2022 county point estimate. The source-reported number of women age 15–19 is retained as survey precision metadata. Sensitive point-estimate ranking remains prohibited.","health","county","","",""
"0d66657f-1bfd-5f5f-9824-d27fe007b5ba","IND-HOME-BIRTH-RATE","Home birth rate","Home births","Percentage of live births in the two years before the 2022 Kenya Demographic and Health Survey that occurred at home.","Health","health","09db3d3a-c7b1-51f3-9909-d94d80106e82","","irregular","county","","https://dhsprogram.com/pubs/pdf/FR380/FR380.pdf","true","true","false","true","active","Kenya Demographic and Health Survey 2022","https://www.knbs.or.ke/reports/kdhs-2022/","Published for all 47 counties. KDHS 2022 county point estimate for live births in the two years before interview. The source-reported number of births is retained as survey precision metadata; individual reference windows vary with interview date.","health","county","","",""
"b96bffe6-33ef-5a3f-95c4-d86e76efbccf","IND-CONTRACEPTIVE-USE","Modern contraceptive use rate","Modern contraceptive use rate","Published modern contraceptive use rate.","Health","health","09db3d3a-c7b1-51f3-9909-d94d80106e82","","irregular","county","","https://www.knbs.or.ke/reports/kdhs-2022/","true","false","true","true","sourced","KDHS 2022","https://www.knbs.or.ke/reports/kdhs-2022/","Sample survey; confidence interval/SE/sample size required when active.","health","county","","",""
"7e030d9e-67ae-521f-a606-879abe7a6d1a","IND-FGM-CHILD-MARRIAGE","FGM prevalence / child marriage rate","FGM prevalence / child marriage rate","Published prevalence measure, presented neutrally without editorial ranking.","Health","health","09db3d3a-c7b1-51f3-9909-d94d80106e82","","irregular","county","","https://www.knbs.or.ke/reports/kdhs-2022/","true","false","false","true","sourced","KDHS 2022","https://www.knbs.or.ke/reports/kdhs-2022/","Sample survey; never render as a shame/worst-offender ranking.","health","county","","",""
"e49d739a-c488-5baa-990a-99df5da7d0f3","IND-SUBSTANCE-ABUSE-PREVALENCE","Drug and substance use prevalence","Drug and substance use prevalence","Published prevalence from the NACADA national survey, subject to verification of county coverage.","Health","health","09db3d3a-c7b1-51f3-9909-d94d80106e82","","irregular","county","","https://nacada.go.ke/publications?page=1","true","false","true","true","sourced","NACADA National Survey on the Status of Drugs and Substance Use in Kenya 2022","https://nacada.go.ke/publications?page=1","Do not activate until the newest round's county coverage is verified; sampling uncertainty is mandatory.","health","county","","",""
"24bdaabb-3cc0-5d11-ad69-4adff1671c1f","IND-HOSPITAL-BED-UTILIZATION","Hospital bed occupancy/utilisation rate","Hospital bed occupancy/utilisation rate","Hospital bed utilisation if a public Kenyan source is identified.","Health","health","09db3d3a-c7b1-51f3-9909-d94d80106e82","","irregular","county","","","true","false","true","false","planned","Ministry of Health / KHIS","","No confirmed public Kenyan feed; remain planned until a citable source exists.","health","county","","",""
"2c8b8be0-26aa-5740-ac13-2010cb1e9a25","IND-FOOD-SECURITY-PHASE","Food security phase classification (IPC-style)","Food security phase classification (IPC-style)","Acute food insecurity phase classification from seasonal assessments.","Resilience & Environment","resilience","2c409624-a5da-51da-9394-3cd07cf5b2a9","","irregular","county","","https://knowledgeweb.ndma.go.ke/Content/LibraryDocuments/Long_Rains_National_Report-_202220230510110248.pdf","true","false","true","false","sourced","National Drought Management Authority (NDMA) seasonal food security assessment","https://knowledgeweb.ndma.go.ke/Content/LibraryDocuments/Long_Rains_National_Report-_202220230510110248.pdf","County conditional; NDMA assessment coverage is institutional, not a temporary data gap.","resilience","county","ASAL_COUNTIES","",""
"123157aa-64af-597a-917a-b2e070af3871","IND-DROUGHT-EARLY-WARNING","Drought early warning bulletin status","Drought early warning bulletin status","Monthly drought early warning status from NDMA bulletins.","Resilience & Environment","resilience","2c409624-a5da-51da-9394-3cd07cf5b2a9","","irregular","county","","","true","false","true","false","planned","NDMA monthly drought early warning bulletins","","Machine-readable table structure not yet reviewed.","resilience","county","ASAL_COUNTIES","",""
"6b0aa945-79a5-5679-a9c7-2a7d2b9b7388","IND-RAINFALL-TEMPERATURE","Rainfall and temperature (historical series)","Rainfall and temperature (historical series)","Historical rainfall and temperature where an official open-data channel exists.","Resilience & Environment","resilience","05877091-2fa7-5ff3-af23-1fe97ba689b1","","irregular","county","","","true","false","true","false","planned","Kenya Meteorological Department","","Remain planned unless a genuine historical-data channel is confirmed.","resilience","county","ASAL_COUNTIES","",""
"c690a64c-1366-55fe-804e-8383a0dbb9de","IND-COUNTY-OSR","Own-source revenue target attainment","OSR target attainment","County own-source revenue collected as a percentage of the published FY2024/25 target.","Public Finance","finance","09db3d3a-c7b1-51f3-9909-d94d80106e82","","irregular","county","","https://www.treasury.go.ke/sites/default/files/2025-Budget-Review-and-Outlook-Paper-1.pdf","true","true","false","false","active","National Treasury 2025 BROP using Controller of Budget data","https://www.treasury.go.ke/sites/default/files/2025-Budget-Review-and-Outlook-Paper-1.pdf","Published for all 47 counties for FY2024/25. Values retain the source table’s whole-percentage precision.","finance","county","","",""
"2b445da9-6454-55cb-b6a6-3411fb4dd78f","IND-COUNTY-PENDING-BILLS","Pending bills","Pending bills","County pending bills reported by the Controller of Budget.","Public Finance","finance","5861b255-10c3-53f8-a3a2-96aa4bd4e3fb","","irregular","county","","https://cob.go.ke/download/county-governments-budget-implementation-review-report-fy-2024-25/","true","false","true","false","sourced","Office of the Controller of Budget County Budget Implementation Review Report FY2024/25","https://cob.go.ke/download/county-governments-budget-implementation-review-report-fy-2024-25/","Same trusted report family as budget/expenditure; first-priority sourced promotion.","finance","county","","",""
"0ff22470-c390-5493-b28f-680eb20e083b","IND-COUNTY-AUDIT-OPINION","County Executive audit opinion","Audit opinion","Auditor-General categorical opinion on the County Executive financial statements for FY2023/24.","Public Finance","finance","2c409624-a5da-51da-9394-3cd07cf5b2a9","","irregular","county","","https://www.oagkenya.go.ke/wp-content/uploads/2025/04/Auditor-Generals-summary-Report-on-County-Governments-2023-2024.pdf","true","true","false","false","active","Office of the Auditor-General — Summary Report on County Governments 2023/2024","https://www.oagkenya.go.ke/wp-content/uploads/2025/04/Auditor-Generals-summary-Report-on-County-Governments-2023-2024.pdf","Appendix 1(a) lists all 47 County Executives as Qualified for FY2023/24. The Atlas stores the category as text and does not convert it to a numeric score.","finance","county","","",""
"a181ac44-f24a-58c2-9434-6742d19c8b44","IND-MP-IDENTITY","Member of Parliament (name, party)","Member of Parliament (name, party)","Current constituency Member of Parliament identity and party, once a checkable source is curated.","Representation","representation","2c409624-a5da-51da-9394-3cd07cf5b2a9","","irregular","constituency","","","true","false","true","false","planned","IEBC / Parliament of Kenya","","No single confirmed machine-readable source; remain planned.","representation","constituency","","",""
"3c319609-8ed8-56d5-9557-010888befc70","IND-MCA-IDENTITY","Member of County Assembly (name, party)","Member of County Assembly (name, party)","Current ward MCA identity and party, once a checkable source is curated.","Representation","representation","2c409624-a5da-51da-9394-3cd07cf5b2a9","","irregular","ward","","","true","false","true","false","planned","County assemblies / IEBC","","No single confirmed machine-readable source; remain planned.","representation","ward","","",""
"c21ddd7a-0fb0-5aa2-9553-2c74967530fe","IND-NG-CDF-ALLOCATION","NG-CDF allocation (financial year)","NG-CDF allocation (financial year)","Constituency NG-CDF allocation for the financial year.","Representation","representation","5861b255-10c3-53f8-a3a2-96aa4bd4e3fb","","irregular","constituency","","","true","false","true","false","planned","NG-CDF Board","","Do not promote until a specific citable report/page is identified.","representation","constituency","","",""
"54f620d5-b6a3-5d4f-b991-e2073484073f","IND-NG-CDF-UTILIZATION","NG-CDF utilization rate","NG-CDF utilization rate","Constituency NG-CDF utilization rate.","Representation","representation","09db3d3a-c7b1-51f3-9909-d94d80106e82","","irregular","constituency","","","true","false","true","false","planned","NG-CDF Board","","Do not promote until a specific citable report/page is identified.","representation","constituency","","",""
"2b654f2f-26dc-5b52-864d-5d7eeee14965","IND-WARD-FUND-ALLOCATION","Ward-level development fund allocation","Ward-level development fund allocation","Ward-level development fund allocation where separately and officially reported.","Representation","representation","5861b255-10c3-53f8-a3a2-96aa4bd4e3fb","","irregular","ward","","","true","false","true","false","planned","County-specific publications","","Never divide county budgets mechanically by ward count.","representation","ward","","",""
"980e4da9-bca5-5897-84cb-9fa79c84c2ed","IND-TURNOUT-HISTORY","Turnout, prior general elections","Turnout, prior general elections","Voter turnout in prior general elections.","Representation","representation","09db3d3a-c7b1-51f3-9909-d94d80106e82","","irregular","constituency","","","true","false","true","false","planned","IEBC","","Natural extension of the Sprint 2 electoral architecture; not yet ingested.","representation","constituency|ward","","",""
"b69ca18e-5e99-506f-a2c8-43a483d1e3c0","IND-ELECTRICITY-ACCESS","Households connected to main-grid electricity","Main-grid electricity","Share of households connected to electricity on the main grid in the 2023/24 Kenya Housing Survey.","Infrastructure","infrastructure","09db3d3a-c7b1-51f3-9909-d94d80106e82","","irregular","county","","https://www.knbs.or.ke/wp-content/uploads/2025/04/Chapter-5-Housing-Characteristics-Amenities-and-Adequacy.xlsx","true","true","false","false","active","KNBS 2023/24 Kenya Housing Survey — Housing Characteristics, Amenities and Adequacy","https://www.knbs.or.ke/wp-content/uploads/2025/04/Chapter-5-Housing-Characteristics-Amenities-and-Adequacy.xlsx","Published for all 47 counties. This governed profile slot reuses the canonical P05/P19 main-grid electricity series; no parent value is inherited.","infrastructure","county","","",""
"1be600c2-a5fb-5b5d-b284-333363938c91","IND-ROAD-NETWORK-LENGTH","Classified road length (km)","Classified road length (km)","Length of classified road network.","Infrastructure","infrastructure","3ac76693-4ae7-5fa1-a35f-019af2d4a642","","irregular","county","","","true","false","true","false","planned","Kenya Roads Board","","No single clean county table identified.","infrastructure","county","","",""
"32276bb2-5ccf-5eb3-9db4-ca7e964e34de","IND-WATER-ACCESS","Households with access to improved water source (%)","Households with access to improved water source (%)","Share of households with access to an improved water source.","Infrastructure","infrastructure","09db3d3a-c7b1-51f3-9909-d94d80106e82","","irregular","county","","","true","false","true","false","planned","WASREB annual reports","","Utility service areas do not align cleanly with counties; crosswalk required before promotion.","infrastructure","county","","",""
"c1627a1b-2bba-57af-a8d1-89c94336876f","IND-HEALTH-FACILITY-DENSITY","Health facilities per 10,000 population","Health facilities per 10,000 population","Atlas-derived facility density from KMHFR geocoded facilities and canonical geography polygons.","Infrastructure","infrastructure","390aea4f-9e25-5bd3-82ff-84463986de5e","","irregular","county","","https://kmhfr.health.go.ke/public/facilities","true","false","true","false","sourced","Kenya Master Health Facility Registry (KMHFR)","https://kmhfr.health.go.ke/public/facilities","When activated, badge B: transparent aggregation of official facility points; never presented as a KMHFR-published area table.","infrastructure","county|constituency|ward","","",""
"34e52611-58fa-575c-8a94-b468c593a7bd","IND-VEHICLE-REGISTRATIONS","Registered vehicles (count, per capita)","Registered vehicles (count, per capita)","Registered vehicles by county if a public county breakdown is confirmed.","Infrastructure","infrastructure","2b7566ee-fd7f-510a-90da-d0b4f60268c7","","irregular","county","","","true","false","true","false","planned","National Transport and Safety Authority (NTSA)","","Public county breakdown not confirmed; remain planned.","infrastructure","county","","",""
"2b06830e-010c-5e49-9385-806f40105fa5","IND-MOBILE-MONEY-VOLUME","Mobile money transaction volume","Mobile money transaction volume","National mobile-money transaction volume for the Kenya Pulse.","Economy","economy","5861b255-10c3-53f8-a3a2-96aa4bd4e3fb","","irregular","country","","","true","false","true","false","planned","Central Bank of Kenya / Communications Authority","","National-only Pulse slot; no county breakdown identified.","economy","","","",""
"786a08dd-2047-5aac-8215-925e666daa9e","IND-RENT-BURDEN","Rent as a share of household expenditure","Rent burden","Rent as a percentage of household expenditure by county, using the published total column.","Economy","Cost & affordability","09db3d3a-c7b1-51f3-9909-d94d80106e82","","annual","county","","data/life-elsewhere/README.md","true","true","true","false","active","Kenya National Bureau of Statistics","https://www.knbs.or.ke/wp-content/uploads/2025/05/2025-Economic-Survey.pdf","Rent-burden measure only; not a synthetic cost-of-living index or prediction of an individual household rent.","economy","county","","",""
"286a10d3-1363-5455-8a93-304ce1f64456","IND-HOUSING-OWNER-OCCUPIED","Households owning their main dwelling","Owner-occupied households","Percentage of households that own their main dwelling unit.","Demography","Housing","09db3d3a-c7b1-51f3-9909-d94d80106e82","","irregular","county","","data/life-elsewhere/README.md","true","true","true","false","active","Kenya National Bureau of Statistics","https://www.knbs.or.ke/wp-content/uploads/2024/06/Kenya-Time-Use-Survey-Report-2021.pdf","Tenure status is not itself a measure of housing quality, affordability or household wealth.","people","county","","",""
"0b60c838-3663-53ca-8edd-fc8c28a7866b","IND-HEALTH-FACILITY-STOCK","Health facility count","Health facilities","Facilities targeted by the Kenya Health Facility Census from the KMHFL list as at 1 August 2023.","Health","Health access / supply","2b7566ee-fd7f-510a-90da-d0b4f60268c7","","irregular","county","","data/life-elsewhere/README.md","true","true","true","false","active","Ministry of Health","https://repository.familyhealth.go.ke/xmlui/bitstream/handle/123456789/192/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf?isAllowed=y&sequence=1","Facility-stock/supply context only; does not measure travel time, service quality, capacity or personal access.","health","county","","",""
"5eb56720-6954-59bd-87d9-d51c07c736e8","IND-SCHOOL-ATTENDANCE-RATE","Population age 3+ at school or learning institution","School attendance, age 3+","Percentage of population age 3 years and above recorded as at school or a learning institution.","Demography","Education","09db3d3a-c7b1-51f3-9909-d94d80106e82","","irregular","county","","data/life-elsewhere/README.md","true","true","true","false","active","Kenya National Bureau of Statistics","https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf","Attendance status, not learning quality or attainment. County age structure affects comparisons.","people","county","","",""
"e6c2b455-656b-556c-836b-e0d654b4a4b6","IND-LABOUR-FORCE-PARTICIPATION","Labour-force participation rate, age 15–64","Labour-force participation","Total labour-force participation rate for population age 15–64 years.","Economy","Employment","09db3d3a-c7b1-51f3-9909-d94d80106e82","","irregular","county","","data/life-elsewhere/README.md","true","true","true","false","active","Kenya National Bureau of Statistics","https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf","Labour-force participation is not unemployment, job quality, earnings or probability of finding work.","economy","county","","",""
