record_id,geo_code,county_name,family,title,period,publisher,scope,document_url,source_page_url,verification_state,link_status,verified_at,verification_method,reason,notes
"KDA-EVD-KEN-C014-0069","KEN-C014","Embu","cfsp","County Fiscal Strategy Papers — Embu official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CFSPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C014-0066","KEN-C014","Embu","cidp","Embu County Integrated Development Plan 2023–2027","2023–2027","Council of Governors Maarifa Centre","county","","https://maarifa.cog.go.ke/county-integrated-development-plans/embu-2023-2027-cidp","verified_source_page","verified_reachable","2026-08-30","official_repository_or_county_site_review","","Official county or Council of Governors repository page for the third-generation CIDP."
"KDA-EVD-KEN-C015-0073","KEN-C015","Kitui","audit","Auditor-General County Government Audit Reports 2023/24 — Kitui evidence doorway","FY2023/24","Office of the Auditor-General","official_collection","","https://www.oagkenya.go.ke/2023-2024-county-government-audit-reports/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official OAG county-government audit collection. The Atlas does not claim a pinned county PDF until its exact item is separately verified."
"KDA-EVD-KEN-C015-0072","KEN-C015","Kitui","budget_implementation","County Governments Budget Implementation Review Report FY2024/25 — Kitui section","FY2024/25","Office of the Controller of Budget","national_consolidated_county_report","https://cob.go.ke/download/county-governments-budget-implementation-review-report-fy-2024-25/","https://cob.go.ke/publications/consolidated-county-budget-implementation-review-reports/","verified_document","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official consolidated annual report contains a county-specific section; section page varies by report edition."
"KDA-EVD-KEN-C015-0075","KEN-C015","Kitui","cbrop","County Budget Review and Outlook Papers — Kitui official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CBROPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C015-0074","KEN-C015","Kitui","cfsp","County Fiscal Strategy Papers — Kitui official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CFSPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C015-0071","KEN-C015","Kitui","cidp","Kitui County Integrated Development Plan 2023–2027","2023–2027","Council of Governors Maarifa Centre","county","","https://maarifa.cog.go.ke/county-integrated-development-plans/kitui-2023-2027-cidp","verified_source_page","verified_reachable","2026-08-30","official_repository_or_county_site_review","","Official county or Council of Governors repository page for the third-generation CIDP."
"KDA-EVD-KEN-C016-0078","KEN-C016","Machakos","audit","Auditor-General County Government Audit Reports 2023/24 — Machakos evidence doorway","FY2023/24","Office of the Auditor-General","official_collection","","https://www.oagkenya.go.ke/2023-2024-county-government-audit-reports/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official OAG county-government audit collection. The Atlas does not claim a pinned county PDF until its exact item is separately verified."
"KDA-EVD-KEN-C016-0077","KEN-C016","Machakos","budget_implementation","County Governments Budget Implementation Review Report FY2024/25 — Machakos section","FY2024/25","Office of the Controller of Budget","national_consolidated_county_report","https://cob.go.ke/download/county-governments-budget-implementation-review-report-fy-2024-25/","https://cob.go.ke/publications/consolidated-county-budget-implementation-review-reports/","verified_document","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official consolidated annual report contains a county-specific section; section page varies by report edition."
"KDA-EVD-KEN-C016-0080","KEN-C016","Machakos","cbrop","County Budget Review and Outlook Papers — Machakos official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CBROPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C016-0079","KEN-C016","Machakos","cfsp","County Fiscal Strategy Papers — Machakos official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CFSPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C016-0076","KEN-C016","Machakos","cidp","Machakos County Integrated Development Plan 2023–2027","2023–2027","Council of Governors Maarifa Centre","county","","https://maarifa.cog.go.ke/county-integrated-development-plans/machakos-2023-2027-cidp","verified_source_page","verified_reachable","2026-08-30","official_repository_or_county_site_review","","Official county or Council of Governors repository page for the third-generation CIDP."
"KDA-EVD-KEN-C017-0083","KEN-C017","Makueni","audit","Auditor-General County Government Audit Reports 2023/24 — Makueni evidence doorway","FY2023/24","Office of the Auditor-General","official_collection","","https://www.oagkenya.go.ke/2023-2024-county-government-audit-reports/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official OAG county-government audit collection. The Atlas does not claim a pinned county PDF until its exact item is separately verified."
"KDA-EVD-KEN-C017-0082","KEN-C017","Makueni","budget_implementation","County Governments Budget Implementation Review Report FY2024/25 — Makueni section","FY2024/25","Office of the Controller of Budget","national_consolidated_county_report","https://cob.go.ke/download/county-governments-budget-implementation-review-report-fy-2024-25/","https://cob.go.ke/publications/consolidated-county-budget-implementation-review-reports/","verified_document","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official consolidated annual report contains a county-specific section; section page varies by report edition."
"KDA-EVD-KEN-C017-0085","KEN-C017","Makueni","cbrop","County Budget Review and Outlook Papers — Makueni official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CBROPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C017-0084","KEN-C017","Makueni","cfsp","County Fiscal Strategy Papers — Makueni official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CFSPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C017-0247","KEN-C017","Makueni","cfsp","Makueni County Fiscal Strategy Papers","Current and historical","County Government of Makueni","county_source_hub","","https://makueni.go.ke/documents/","verified_source_page","verified_reachable","2026-08-30","official_county_site_review","","Official county source page specifically verified for this document family."
"KDA-EVD-KEN-C017-0081","KEN-C017","Makueni","cidp","Makueni County Integrated Development Plan 2023–2027","2023–2027","Council of Governors Maarifa Centre","county","","https://maarifa.cog.go.ke/county-integrated-development-plans/makueni-2023-2027-cidp","verified_source_page","verified_reachable","2026-08-30","official_repository_or_county_site_review","","Official county or Council of Governors repository page for the third-generation CIDP."
"KDA-EVD-KEN-C018-0088","KEN-C018","Nyandarua","audit","Auditor-General County Government Audit Reports 2023/24 — Nyandarua evidence doorway","FY2023/24","Office of the Auditor-General","official_collection","","https://www.oagkenya.go.ke/2023-2024-county-government-audit-reports/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official OAG county-government audit collection. The Atlas does not claim a pinned county PDF until its exact item is separately verified."
"KDA-EVD-KEN-C018-0087","KEN-C018","Nyandarua","budget_implementation","County Governments Budget Implementation Review Report FY2024/25 — Nyandarua section","FY2024/25","Office of the Controller of Budget","national_consolidated_county_report","https://cob.go.ke/download/county-governments-budget-implementation-review-report-fy-2024-25/","https://cob.go.ke/publications/consolidated-county-budget-implementation-review-reports/","verified_document","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official consolidated annual report contains a county-specific section; section page varies by report edition."
"KDA-EVD-KEN-C018-0090","KEN-C018","Nyandarua","cbrop","County Budget Review and Outlook Papers — Nyandarua official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CBROPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C018-0089","KEN-C018","Nyandarua","cfsp","County Fiscal Strategy Papers — Nyandarua official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CFSPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C018-0086","KEN-C018","Nyandarua","cidp","Nyandarua County Integrated Development Plan 2023–2027","2023–2027","Council of Governors Maarifa Centre","county","","https://maarifa.cog.go.ke/county-integrated-development-plans/nyandarua-county-integrated-development-plan","verified_source_page","verified_reachable","2026-08-30","official_repository_or_county_site_review","","Official county or Council of Governors repository page for the third-generation CIDP."
"KDA-EVD-KEN-C019-0240","KEN-C019","Nyeri","adp","Nyeri County Annual Development Plans","Current and historical","County Assembly of Nyeri","county_source_hub","","https://nyeriassembly.go.ke/budget-documents/","verified_source_page","verified_reachable","2026-08-30","official_county_site_review","","Official county source page specifically verified for this document family."
"KDA-EVD-KEN-C019-0242","KEN-C019","Nyeri","approved_budget","Nyeri County Budget Documents","Current and historical","County Assembly of Nyeri","county_source_hub","","https://nyeriassembly.go.ke/budget-documents/","verified_source_page","verified_reachable","2026-08-30","official_county_site_review","","Official county source page specifically verified for this document family."
"KDA-EVD-KEN-C019-0093","KEN-C019","Nyeri","audit","Auditor-General County Government Audit Reports 2023/24 — Nyeri evidence doorway","FY2023/24","Office of the Auditor-General","official_collection","","https://www.oagkenya.go.ke/2023-2024-county-government-audit-reports/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official OAG county-government audit collection. The Atlas does not claim a pinned county PDF until its exact item is separately verified."
"KDA-EVD-KEN-C019-0092","KEN-C019","Nyeri","budget_implementation","County Governments Budget Implementation Review Report FY2024/25 — Nyeri section","FY2024/25","Office of the Controller of Budget","national_consolidated_county_report","https://cob.go.ke/download/county-governments-budget-implementation-review-report-fy-2024-25/","https://cob.go.ke/publications/consolidated-county-budget-implementation-review-reports/","verified_document","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official consolidated annual report contains a county-specific section; section page varies by report edition."
"KDA-EVD-KEN-C019-0095","KEN-C019","Nyeri","cbrop","County Budget Review and Outlook Papers — Nyeri official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CBROPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C019-0094","KEN-C019","Nyeri","cfsp","County Fiscal Strategy Papers — Nyeri official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CFSPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C019-0241","KEN-C019","Nyeri","cfsp","Nyeri County Fiscal Strategy Papers","Current and historical","County Assembly of Nyeri","county_source_hub","","https://nyeriassembly.go.ke/budget-documents/","verified_source_page","verified_reachable","2026-08-30","official_county_site_review","","Official county source page specifically verified for this document family."
"KDA-EVD-KEN-C019-0091","KEN-C019","Nyeri","cidp","Nyeri County Integrated Development Plan 2023–2027","2023–2027","County Government of Nyeri","county","","https://www.nyeri.go.ke/nyeri-county-cidp-iii-2023-2027-2/","verified_source_page","verified_reachable","2026-08-30","official_repository_or_county_site_review","","Official county or Council of Governors repository page for the third-generation CIDP."
"KDA-EVD-KEN-C020-0098","KEN-C020","Kirinyaga","audit","Auditor-General County Government Audit Reports 2023/24 — Kirinyaga evidence doorway","FY2023/24","Office of the Auditor-General","official_collection","","https://www.oagkenya.go.ke/2023-2024-county-government-audit-reports/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official OAG county-government audit collection. The Atlas does not claim a pinned county PDF until its exact item is separately verified."
"KDA-EVD-KEN-C020-0097","KEN-C020","Kirinyaga","budget_implementation","County Governments Budget Implementation Review Report FY2024/25 — Kirinyaga section","FY2024/25","Office of the Controller of Budget","national_consolidated_county_report","https://cob.go.ke/download/county-governments-budget-implementation-review-report-fy-2024-25/","https://cob.go.ke/publications/consolidated-county-budget-implementation-review-reports/","verified_document","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official consolidated annual report contains a county-specific section; section page varies by report edition."
"KDA-EVD-KEN-C020-0100","KEN-C020","Kirinyaga","cbrop","County Budget Review and Outlook Papers — Kirinyaga official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CBROPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C020-0099","KEN-C020","Kirinyaga","cfsp","County Fiscal Strategy Papers — Kirinyaga official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CFSPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C020-0096","KEN-C020","Kirinyaga","cidp","Kirinyaga County Integrated Development Plan 2023–2027","2023–2027","Council of Governors Maarifa Centre","county","","https://maarifa.cog.go.ke/county-integrated-development-plans/kirinyaga-county-integrated-development-plan-2023-2027","verified_source_page","verified_reachable","2026-08-30","official_repository_or_county_site_review","","Official county or Council of Governors repository page for the third-generation CIDP."
"KDA-EVD-KEN-C021-0103","KEN-C021","Murang'a","audit","Auditor-General County Government Audit Reports 2023/24 — Murang'a evidence doorway","FY2023/24","Office of the Auditor-General","official_collection","","https://www.oagkenya.go.ke/2023-2024-county-government-audit-reports/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official OAG county-government audit collection. The Atlas does not claim a pinned county PDF until its exact item is separately verified."
"KDA-EVD-KEN-C021-0102","KEN-C021","Murang'a","budget_implementation","County Governments Budget Implementation Review Report FY2024/25 — Murang'a section","FY2024/25","Office of the Controller of Budget","national_consolidated_county_report","https://cob.go.ke/download/county-governments-budget-implementation-review-report-fy-2024-25/","https://cob.go.ke/publications/consolidated-county-budget-implementation-review-reports/","verified_document","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official consolidated annual report contains a county-specific section; section page varies by report edition."
"KDA-EVD-KEN-C021-0105","KEN-C021","Murang'a","cbrop","County Budget Review and Outlook Papers — Murang'a official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CBROPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C021-0104","KEN-C021","Murang'a","cfsp","County Fiscal Strategy Papers — Murang'a official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CFSPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C021-0101","KEN-C021","Murang'a","cidp","Murang'a County Integrated Development Plan 2023–2027","2023–2027","Council of Governors Maarifa Centre","county","","https://maarifa.cog.go.ke/county-integrated-development-plans/muranga-2023-2027-cidp","verified_source_page","verified_reachable","2026-08-30","official_repository_or_county_site_review","","Official county or Council of Governors repository page for the third-generation CIDP."
"KDA-EVD-KEN-C022-0108","KEN-C022","Kiambu","audit","Auditor-General County Government Audit Reports 2023/24 — Kiambu evidence doorway","FY2023/24","Office of the Auditor-General","official_collection","","https://www.oagkenya.go.ke/2023-2024-county-government-audit-reports/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official OAG county-government audit collection. The Atlas does not claim a pinned county PDF until its exact item is separately verified."
"KDA-EVD-KEN-C022-0107","KEN-C022","Kiambu","budget_implementation","County Governments Budget Implementation Review Report FY2024/25 — Kiambu section","FY2024/25","Office of the Controller of Budget","national_consolidated_county_report","https://cob.go.ke/download/county-governments-budget-implementation-review-report-fy-2024-25/","https://cob.go.ke/publications/consolidated-county-budget-implementation-review-reports/","verified_document","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official consolidated annual report contains a county-specific section; section page varies by report edition."
"KDA-EVD-KEN-C022-0110","KEN-C022","Kiambu","cbrop","County Budget Review and Outlook Papers — Kiambu official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CBROPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C022-0109","KEN-C022","Kiambu","cfsp","County Fiscal Strategy Papers — Kiambu official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CFSPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C022-0106","KEN-C022","Kiambu","cidp","Kiambu County Integrated Development Plan 2023–2027","2023–2027","Council of Governors Maarifa Centre","county","","https://maarifa.cog.go.ke/county-integrated-development-plans/kiambu-2023-2027-cidp","verified_source_page","verified_reachable","2026-08-30","official_repository_or_county_site_review","","Official county or Council of Governors repository page for the third-generation CIDP."
"KDA-EVD-KEN-C023-0113","KEN-C023","Turkana","audit","Auditor-General County Government Audit Reports 2023/24 — Turkana evidence doorway","FY2023/24","Office of the Auditor-General","official_collection","","https://www.oagkenya.go.ke/2023-2024-county-government-audit-reports/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official OAG county-government audit collection. The Atlas does not claim a pinned county PDF until its exact item is separately verified."
"KDA-EVD-KEN-C023-0112","KEN-C023","Turkana","budget_implementation","County Governments Budget Implementation Review Report FY2024/25 — Turkana section","FY2024/25","Office of the Controller of Budget","national_consolidated_county_report","https://cob.go.ke/download/county-governments-budget-implementation-review-report-fy-2024-25/","https://cob.go.ke/publications/consolidated-county-budget-implementation-review-reports/","verified_document","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official consolidated annual report contains a county-specific section; section page varies by report edition."
"KDA-EVD-KEN-C023-0115","KEN-C023","Turkana","cbrop","County Budget Review and Outlook Papers — Turkana official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CBROPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C023-0114","KEN-C023","Turkana","cfsp","County Fiscal Strategy Papers — Turkana official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CFSPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C023-0111","KEN-C023","Turkana","cidp","Turkana County Integrated Development Plan 2023–2027","2023–2027","Council of Governors Maarifa Centre","county","","https://maarifa.cog.go.ke/county-integrated-development-plans/turkana-2023-2027-cidp","verified_source_page","verified_reachable","2026-08-30","official_repository_or_county_site_review","","Official county or Council of Governors repository page for the third-generation CIDP."
"KDA-EVD-KEN-C024-0118","KEN-C024","West Pokot","audit","Auditor-General County Government Audit Reports 2023/24 — West Pokot evidence doorway","FY2023/24","Office of the Auditor-General","official_collection","","https://www.oagkenya.go.ke/2023-2024-county-government-audit-reports/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official OAG county-government audit collection. The Atlas does not claim a pinned county PDF until its exact item is separately verified."
"KDA-EVD-KEN-C024-0117","KEN-C024","West Pokot","budget_implementation","County Governments Budget Implementation Review Report FY2024/25 — West Pokot section","FY2024/25","Office of the Controller of Budget","national_consolidated_county_report","https://cob.go.ke/download/county-governments-budget-implementation-review-report-fy-2024-25/","https://cob.go.ke/publications/consolidated-county-budget-implementation-review-reports/","verified_document","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official consolidated annual report contains a county-specific section; section page varies by report edition."
"KDA-EVD-KEN-C024-0120","KEN-C024","West Pokot","cbrop","County Budget Review and Outlook Papers — West Pokot official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CBROPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C024-0119","KEN-C024","West Pokot","cfsp","County Fiscal Strategy Papers — West Pokot official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CFSPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C024-0116","KEN-C024","West Pokot","cidp","West Pokot County Integrated Development Plan 2023–2027","2023–2027","Council of Governors Maarifa Centre","county","","https://maarifa.cog.go.ke/county-integrated-development-plans/west-pokot-integrated-development-plan","verified_source_page","verified_reachable","2026-08-30","official_repository_or_county_site_review","","Official county or Council of Governors repository page for the third-generation CIDP."
"KDA-EVD-KEN-C025-0123","KEN-C025","Samburu","audit","Auditor-General County Government Audit Reports 2023/24 — Samburu evidence doorway","FY2023/24","Office of the Auditor-General","official_collection","","https://www.oagkenya.go.ke/2023-2024-county-government-audit-reports/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official OAG county-government audit collection. The Atlas does not claim a pinned county PDF until its exact item is separately verified."
"KDA-EVD-KEN-C025-0122","KEN-C025","Samburu","budget_implementation","County Governments Budget Implementation Review Report FY2024/25 — Samburu section","FY2024/25","Office of the Controller of Budget","national_consolidated_county_report","https://cob.go.ke/download/county-governments-budget-implementation-review-report-fy-2024-25/","https://cob.go.ke/publications/consolidated-county-budget-implementation-review-reports/","verified_document","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official consolidated annual report contains a county-specific section; section page varies by report edition."
"KDA-EVD-KEN-C025-0125","KEN-C025","Samburu","cbrop","County Budget Review and Outlook Papers — Samburu official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CBROPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C025-0124","KEN-C025","Samburu","cfsp","County Fiscal Strategy Papers — Samburu official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CFSPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C025-0121","KEN-C025","Samburu","cidp","Samburu County Integrated Development Plan 2023–2027","2023–2027","Council of Governors Maarifa Centre","county","","https://maarifa.cog.go.ke/county-integrated-development-plans/samburu-2023-2027-cidp","verified_source_page","verified_reachable","2026-08-30","official_repository_or_county_site_review","","Official county or Council of Governors repository page for the third-generation CIDP."
"KDA-EVD-KEN-C026-0128","KEN-C026","Trans Nzoia","audit","Auditor-General County Government Audit Reports 2023/24 — Trans Nzoia evidence doorway","FY2023/24","Office of the Auditor-General","official_collection","","https://www.oagkenya.go.ke/2023-2024-county-government-audit-reports/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official OAG county-government audit collection. The Atlas does not claim a pinned county PDF until its exact item is separately verified."
"KDA-EVD-KEN-C026-0127","KEN-C026","Trans Nzoia","budget_implementation","County Governments Budget Implementation Review Report FY2024/25 — Trans Nzoia section","FY2024/25","Office of the Controller of Budget","national_consolidated_county_report","https://cob.go.ke/download/county-governments-budget-implementation-review-report-fy-2024-25/","https://cob.go.ke/publications/consolidated-county-budget-implementation-review-reports/","verified_document","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official consolidated annual report contains a county-specific section; section page varies by report edition."
"KDA-EVD-KEN-C026-0130","KEN-C026","Trans Nzoia","cbrop","County Budget Review and Outlook Papers — Trans Nzoia official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CBROPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C026-0129","KEN-C026","Trans Nzoia","cfsp","County Fiscal Strategy Papers — Trans Nzoia official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CFSPs. This is a discovery collection, not a pinned county file."
"KDA-EVD-KEN-C026-0126","KEN-C026","Trans Nzoia","cidp","Trans Nzoia County Integrated Development Plan 2023–2027","2023–2027","Council of Governors Maarifa Centre","county","","https://maarifa.cog.go.ke/county-integrated-development-plans/trans-nzoia-2023-2027-cidp","verified_source_page","verified_reachable","2026-08-30","official_repository_or_county_site_review","","Official county or Council of Governors repository page for the third-generation CIDP."
"KDA-EVD-KEN-C027-0133","KEN-C027","Uasin Gishu","audit","Auditor-General County Government Audit Reports 2023/24 — Uasin Gishu evidence doorway","FY2023/24","Office of the Auditor-General","official_collection","","https://www.oagkenya.go.ke/2023-2024-county-government-audit-reports/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official OAG county-government audit collection. The Atlas does not claim a pinned county PDF until its exact item is separately verified."
"KDA-EVD-KEN-C027-0132","KEN-C027","Uasin Gishu","budget_implementation","County Governments Budget Implementation Review Report FY2024/25 — Uasin Gishu section","FY2024/25","Office of the Controller of Budget","national_consolidated_county_report","https://cob.go.ke/download/county-governments-budget-implementation-review-report-fy-2024-25/","https://cob.go.ke/publications/consolidated-county-budget-implementation-review-reports/","verified_document","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Official consolidated annual report contains a county-specific section; section page varies by report edition."
"KDA-EVD-KEN-C027-0135","KEN-C027","Uasin Gishu","cbrop","County Budget Review and Outlook Papers — Uasin Gishu official-policy repository","Current and historical","Kenya Institute for Public Policy Research and Analysis (KIPPRA)","official_policy_repository","","https://repository.kippra.or.ke/","verified_source_collection","verified_reachable","2026-08-30","official_national_or_government_repository_review","","Government public-policy repository indexes county-authored CBROPs. This is a discovery collection, not a pinned county file."
