fiscal_year,period_start,period_end,geo_code,name,budget_total_ksh_mn,expenditure_total_ksh_mn,development_absorption_pct,overall_absorption_pct,source_page,rate_method,source_url
2013/14,2013-07-01,2014-06-30,KEN-C001,Mombasa,11686,5209.8,2.4,44.6,225,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C002,Kwale,4391.4,2929.3,56.9,66.7,225,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C003,Kilifi,6701.2,4013.2,20.7,59.9,224,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C004,Tana River,3206.1,1325,2.7,41.3,226,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C005,Lamu,1648.5,729,24,44.2,225,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C006,Taita Taveta,2920.4,2010.9,47.7,68.9,226,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C007,Garissa,4847,2169.3,31,44.8,224,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C008,Wajir,5365.5,4429,78.2,82.5,227,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C009,Mandera,6987.6,3464.1,23.7,49.6,225,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C010,Marsabit,3840,2508.1,34.6,65.3,225,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C011,Isiolo,2784.6,2068,51,74.3,224,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C012,Meru,5681.7,3822.7,19.7,67.3,225,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C013,Tharaka-Nithi,2580.2,2198.1,53.8,85.2,226,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C014,Embu,4023.4,2745.5,12.2,68.2,224,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C015,Kitui,6489,3441.9,17.6,53,225,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C016,Machakos,8015.7,6069.1,64.5,75.7,225,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C017,Makueni,5071.2,3139.9,30.7,61.9,225,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C018,Nyandarua,3386.9,2889.8,55.1,85.3,226,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C019,Nyeri,4550.4,4274.6,64.3,93.9,226,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C020,Kirinyaga,3026,1801.9,34,59.5,224,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C021,Murang'a,5121.9,3855.3,51.3,75.3,225,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C022,Kiambu,9323,6682.8,41.1,71.7,224,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C023,Turkana,8145.1,3409.3,48.3,41.9,226,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C024,West Pokot,3631.3,2898.2,59.7,79.8,227,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C025,Samburu,2906.5,2090.6,59.5,71.9,226,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C026,Trans Nzoia,4424.5,3021.6,74,68.3,226,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C027,Uasin Gishu,4618,2732.6,12.5,59.2,226,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C028,Elgeyo/Marakwet,2603.7,1713.6,49.9,65.8,224,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C029,Nandi,3899.8,2423.8,44.4,62.2,226,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C030,Baringo,3644.9,2810.7,30.7,77.1,224,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C031,Laikipia,3317.8,2628.7,33.6,79.2,225,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C032,Nakuru,10038,5864,16.5,58.4,226,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C033,Narok,7325.2,4232.7,22,57.8,226,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C034,Kajiado,3758.2,2826,46.4,75.2,224,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C035,Kericho,3632.6,2811.2,54.3,77.4,224,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C036,Bomet,3799.9,3552.9,92.4,93.5,224,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C037,Kakamega,9640.2,5218.6,27.2,54.1,224,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C038,Vihiga,3263.9,2486.9,32.1,76.2,226,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C039,Bungoma,8853.9,4160.9,15.3,47,224,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C040,Busia,4305.4,2472.9,17.6,57.4,224,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C041,Siaya,4264.1,2462.9,28.8,57.8,226,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C042,Kisumu,7320.6,4526.5,4,61.8,225,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C043,Homa Bay,5314.7,4032.5,64.4,75.9,224,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C044,Migori,5530.7,4247.3,60.9,76.8,225,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C045,Kisii,6553.2,4768.8,55.4,72.8,225,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C046,Nyamira,3415.7,2406.9,43.9,70.5,226,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2013/14,2013-07-01,2014-06-30,KEN-C047,Nairobi,25225.2,17774.9,24.7,70.5,225,published_annex,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-20132014/?wpdmdl=7639
2014/15,2014-07-01,2015-06-30,KEN-C001,Mombasa,9870.298,7717.426,65.7,78.188,304,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C002,Kwale,6519.73,4476.662,55.8,68.663,303,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C003,Kilifi,9882.829,7522.315,64.9,76.115,303,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C004,Tana River,4549.69,2351.205,38.4,51.678,304,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C005,Lamu,2509.718,1717.02,50.8,68.415,303,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C006,Taita Taveta,4147.39,3506.909,63.4,84.557,304,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C007,Garissa,7845.198,6596.27,72.4,84.08,303,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C008,Wajir,7261.821,6573.111,89.3,90.516,304,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C009,Mandera,11274.611,9019.754,76.9,80.001,303,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C010,Marsabit,5753.814,4387.988,63.7,76.262,304,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C011,Isiolo,3380.658,2845.475,82.2,84.169,303,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C012,Meru,7744.752,6253.441,67.5,80.744,304,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C013,Tharaka-Nithi,3961.074,2704.669,45.7,68.281,304,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C014,Embu,4990.297,3802.946,39.5,76.207,303,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C015,Kitui,9569.72,6901.263,58.3,72.116,303,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C016,Machakos,9262.028,7085.395,46.7,76.499,303,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C017,Makueni,6971.129,4383.933,37.3,62.887,303,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C018,Nyandarua,4454.73,3932.375,70.5,88.274,304,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C019,Nyeri,5444.502,4815.225,68.2,88.442,304,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C020,Kirinyaga,4101.59,3184.966,57.6,77.652,303,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C021,Murang'a,5981.587,5419.339,75.3,90.6,304,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C022,Kiambu,10374.05,8766.062,66.7,84.5,303,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C023,Turkana,13121.583,9015.129,58.9,68.705,304,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C024,West Pokot,4273.135,4086.171,91.8,95.625,304,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C025,Samburu,4139.742,3282.828,78.2,79.3,304,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C026,Trans Nzoia,5272.495,4091.277,53.5,77.597,304,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C027,Uasin Gishu,6929.449,5537.473,69.3,79.912,304,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C028,Elgeyo/Marakwet,3780.926,3387.398,75.1,89.592,303,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C029,Nandi,5190.314,4687.018,92.1,90.303,304,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C030,Baringo,5012.341,4161.117,59.2,83.017,303,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C031,Laikipia,4323.813,3389.808,53.9,78.399,303,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C032,Nakuru,11085.045,8203.821,42.7,74.008,304,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C033,Narok,8032.729,6658.957,78.5,82.898,304,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C034,Kajiado,5668.497,4533.109,50.2,79.97,303,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C035,Kericho,4814.64,4280.706,73.4,88.91,303,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C036,Bomet,4510.47,4413.416,99.6,97.848,303,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C037,Kakamega,10577.554,7487.335,60.6,70.785,303,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C038,Vihiga,4763.438,3505.77,57.2,73.597,304,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C039,Bungoma,10255.964,7144.801,46.7,69.665,303,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C040,Busia,6322.554,4996.464,68.7,79.026,303,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C041,Siaya,5884.693,4171.56,59.8,70.888,304,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C042,Kisumu,7939.985,5757.542,47.2,72.513,303,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C043,Homa Bay,5016.239,5279.133,101.2,105.241,303,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C044,Migori,5802.87,4763.261,65.4,82.085,304,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C045,Kisii,7449.561,6538.293,79.9,87.767,303,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C046,Nyamira,4678.266,3639.436,56.9,77.795,304,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2014/15,2014-07-01,2015-06-30,KEN-C047,Nairobi,25588.833,21022.564,33.5,82.155,304,annex_ratio,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201415/?wpdmdl=9317
2015/16,2015-07-01,2016-06-30,KEN-C001,Mombasa,9980,8540,82.4,85.571,212,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C002,Kwale,7610,5800,68.4,76.216,154,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C003,Kilifi,11520,8470,62.6,73.524,121,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C004,Tana River,4570,3860,80.4,84.464,288,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C005,Lamu,3180,2510,64.4,78.931,167,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C006,Taita Taveta,4160,3460,41.1,83.173,281,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C007,Garissa,7400,6550,78.8,88.514,77,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C008,Wajir,8270,7770,85.1,93.954,327,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C009,Mandera,11500,9550,74.8,83.043,186,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C010,Marsabit,6270,5280,72.7,84.211,193,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C011,Isiolo,3740,3250,76.8,86.898,90,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C012,Meru,8220,6210,58.8,75.547,199,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C013,Tharaka-Nithi,3820,2700,51.4,70.681,294,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C014,Embu,5730,3960,40.1,69.11,71,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C015,Kitui,10110,7870,69.6,77.844,148,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C016,Machakos,11720,8330,44.64,71.075,174,derived_overall+derived_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C017,Makueni,9450,5510,31.7,58.307,181,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C018,Nyandarua,5590,4870,77.8,87.12,256,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C019,Nyeri,6280,4970,62.5,79.14,262,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C020,Kirinyaga,4780,4140,70.5,86.611,127,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C021,Murang'a,6900,6050,81.1,87.681,218,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C022,Kiambu,11480,10430,71.4,90.854,115,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C023,Turkana,13520,10160,66.3,75.148,308,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C024,West Pokot,4830,4350,79.5,90.062,333,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C025,Samburu,4450,3660,65.1,82.247,269,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C026,Trans Nzoia,6150,5330,61.5,86.667,301,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C027,Uasin Gishu,7540,6210,75.2,82.361,314,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C028,Elgeyo/Marakwet,3850,2930,45.6,76.104,65,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C029,Nandi,5700,4980,77.3,87.368,237,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C030,Baringo,5900,4690,53.9,79.492,40,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C031,Laikipia,5180,3990,60.7,77.027,161,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C032,Nakuru,13980,10380,41.4,74.249,230,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C033,Narok,8310,7240,77.6,87.124,243,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C034,Kajiado,6830,5140,56.8,75.256,96,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C035,Kericho,5570,4810,78.1,86.355,109,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C036,Bomet,5170,5070,94.6,98.066,46,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C037,Kakamega,12310,9850,72.4,80.016,102,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
